order_id,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
739434870,5,1.83,On Time,Traffic
7930373606,5,4.4,On Time,Traffic
5374978054,4,3.18,On Time,Traffic
4361797433,3,0.64,On Time,Traffic
2002067527,2,3.85,On Time,Traffic
4228110436,30,3.94,Significantly Delayed,Traffic
1251118825,13,1.52,Slightly Delayed,Traffic
7165265639,-5,4.19,On Time,
1255323701,-2,3.42,On Time,
807934194,2,4.99,On Time,Traffic
7968718292,1,4.24,On Time,Traffic
2620531979,9,1.54,Slightly Delayed,Traffic
6943430459,2,3.14,On Time,Traffic
5607355353,21,3.49,Significantly Delayed,Traffic
6696352636,30,2.78,Significantly Delayed,Traffic
9325920156,10,3,Slightly Delayed,Traffic
2286477025,4,3.01,On Time,Traffic
6704773223,22,4.68,Significantly Delayed,Traffic
1435353007,1,3.36,On Time,Traffic
8080970647,5,1.56,On Time,Traffic
5881633926,3,3.38,On Time,Traffic
4435459085,0,1.72,On Time,
6172529406,29,4.24,Significantly Delayed,Traffic
9127879048,2,4.96,On Time,Traffic
3806545110,1,0.92,On Time,Traffic
6919395718,-4,2.54,On Time,
5277462976,1,3.75,On Time,Traffic
3606274277,-4,3.95,On Time,
2065203676,5,3.91,On Time,Traffic
4042066387,8,4.43,Slightly Delayed,Traffic
3604982656,8,3.17,Slightly Delayed,Traffic
1149676745,0,1.02,On Time,
3895011687,5,4.37,On Time,Traffic
772505056,-3,3.9,On Time,
5574765914,-3,0.72,On Time,
8812616740,4,2.53,On Time,Traffic
1486655525,2,3.44,On Time,Traffic
8423025639,14,2.22,Slightly Delayed,Traffic
9020705185,1,4.57,On Time,Traffic
7719808698,2,3.05,On Time,Traffic
3414036630,-4,3.73,On Time,
4157869967,2,2.57,On Time,Traffic
4873887251,3,2.77,On Time,Traffic
8031946454,-1,2.72,On Time,
8168056170,14,0.57,Slightly Delayed,Traffic
3108512811,2,2.16,On Time,Traffic
1680591951,-3,4.57,On Time,
559245731,5,2.33,On Time,Traffic
8655600303,-3,1.6,On Time,
8247327365,14,3.86,Slightly Delayed,Traffic
9153347285,0,2.46,On Time,
1977533409,-3,1.34,On Time,
2433646621,9,1.03,Slightly Delayed,Traffic
22830983,18,1.59,Significantly Delayed,Traffic
1143763031,1,1.67,On Time,Traffic
8524056436,-3,3.93,On Time,
4262338791,0,1.32,On Time,
187728451,-1,3.79,On Time,
6754346312,-1,2.23,On Time,
5790622967,-1,4.92,On Time,
4305348838,25,1.16,Significantly Delayed,Traffic
2902411553,-3,1.16,On Time,
3691199770,3,4.77,On Time,Traffic
775709102,-1,1,On Time,
5262508570,0,3.11,On Time,
192109127,10,2.64,Slightly Delayed,Traffic
1108215973,6,0.96,Slightly Delayed,Traffic
1719134546,2,1.4,On Time,Traffic
5280263316,28,1.87,Significantly Delayed,Traffic
9448306266,-5,0.55,On Time,
8023626961,9,1.49,Slightly Delayed,Traffic
1118405605,9,0.56,Slightly Delayed,Traffic
8226034341,3,4.97,On Time,Traffic
6976835753,-3,0.59,On Time,
9171564499,8,2.2,Slightly Delayed,Traffic
5393607402,-4,3.76,On Time,
5670040592,2,3.5,On Time,Traffic
6736891890,12,3.45,Slightly Delayed,Traffic
1223255075,1,3.99,On Time,Traffic
8158413630,-2,4.08,On Time,
7867573412,20,2.24,Significantly Delayed,Traffic
1624690598,-4,1.09,On Time,
8968945932,26,1.18,Significantly Delayed,Traffic
1645212433,27,4.25,Significantly Delayed,Traffic
9187046038,4,1.42,On Time,Traffic
9305357757,-3,1.02,On Time,
8312320295,0,2.96,On Time,
3256941332,-4,1.42,On Time,
8980502814,0,4.79,On Time,
9270396838,-1,1.87,On Time,
2892588628,7,4.94,Slightly Delayed,Traffic
8774158800,14,2.44,Slightly Delayed,Traffic
2056131802,20,4.41,Significantly Delayed,Traffic
3528007192,2,0.97,On Time,Traffic
2845333894,11,2.58,Slightly Delayed,Traffic
6602340187,21,4.65,Significantly Delayed,Traffic
721004875,-4,2.71,On Time,
7435895360,5,2.26,On Time,Traffic
4217659083,13,0.56,Slightly Delayed,Traffic
9710865146,5,0.69,On Time,Traffic
5375295409,2,0.61,On Time,Traffic
6286044248,-3,3.31,On Time,
1708282193,3,3.62,On Time,Traffic
5746303677,-1,3.82,On Time,
3271726381,19,1.76,Significantly Delayed,Traffic
9802569856,-3,4.31,On Time,
662460037,11,4.74,Slightly Delayed,Traffic
8664447334,29,4.11,Significantly Delayed,Traffic
3886370975,4,3.43,On Time,Traffic
3547006553,19,4.41,Significantly Delayed,Traffic
2575965518,-5,1.24,On Time,
1529363954,3,0.78,On Time,Traffic
8463856241,7,4.41,Slightly Delayed,Traffic
2485242479,-1,3.71,On Time,
9850673433,7,1.39,Slightly Delayed,Traffic
2558680592,0,1.77,On Time,
2859167116,15,0.66,Slightly Delayed,Traffic
1222236371,11,4.79,Slightly Delayed,Traffic
344177904,9,2.27,Slightly Delayed,Traffic
6126334783,5,2.26,On Time,Traffic
3742575364,2,3.47,On Time,Traffic
9272166174,2,1.13,On Time,Traffic
9416522701,0,2.82,On Time,
7305871805,-1,0.87,On Time,
80296810,-1,2.47,On Time,
2806868282,-3,3.65,On Time,
707033578,1,3.54,On Time,Traffic
9026783092,15,4.1,Slightly Delayed,Traffic
6229466619,8,1.71,Slightly Delayed,Traffic
408720270,16,1.09,Significantly Delayed,Traffic
8870165072,5,0.8,On Time,Traffic
1979319490,4,1.06,On Time,Traffic
840761323,4,3.99,On Time,Traffic
744721438,12,4.3,Slightly Delayed,Traffic
7421707488,-4,1.44,On Time,
1212718824,-5,4.18,On Time,
9603256001,12,2.98,Slightly Delayed,Traffic
5626888972,3,2.32,On Time,Traffic
2300753276,9,1.49,Slightly Delayed,Traffic
869629562,-3,4.42,On Time,
3429137520,-3,1.67,On Time,
9957927297,2,0.97,On Time,Traffic
202466684,-5,1.48,On Time,
8465721207,-5,2.05,On Time,
6194827199,-4,0.62,On Time,
3942174431,10,3.08,Slightly Delayed,Traffic
3189863462,-3,2.7,On Time,
5923573134,5,2.43,On Time,Traffic
6659747528,0,2.52,On Time,
6037541687,2,2.23,On Time,Traffic
2585438297,5,3.99,On Time,Traffic
8065774615,25,4.95,Significantly Delayed,Traffic
1816814476,3,0.55,On Time,Traffic
5278014717,5,4.94,On Time,Traffic
4265447949,25,4,Significantly Delayed,Traffic
6752221435,4,0.55,On Time,Traffic
8943989258,3,0.8,On Time,Traffic
4068367936,-1,3.56,On Time,
5735156904,13,4.91,Slightly Delayed,Traffic
2405929115,23,2.23,Significantly Delayed,Traffic
7913167260,29,3.92,Significantly Delayed,Traffic
1989751369,12,2.92,Slightly Delayed,Traffic
7338050095,-2,2.31,On Time,
9950986048,3,3.9,On Time,Traffic
5098703807,-2,4.46,On Time,
6937485392,8,4.79,Slightly Delayed,Traffic
1266440097,-5,4.01,On Time,
7415490509,-1,4.12,On Time,
7284991749,-1,2.92,On Time,
4645792703,-5,2.04,On Time,
3174938939,0,3.76,On Time,
1752712049,12,4.33,Slightly Delayed,Traffic
8187201830,-4,4.44,On Time,
6900896329,2,2.14,On Time,Traffic
3793977529,0,4.5,On Time,
194459698,-1,1.01,On Time,
9330447952,5,3.13,On Time,Traffic
2097372277,-4,0.71,On Time,
7060954153,-5,1.89,On Time,
2921310646,0,4.35,On Time,
3983082555,22,2.56,Significantly Delayed,Traffic
4867298468,4,1.6,On Time,Traffic
3402631472,0,4.47,On Time,
1648146562,-3,3.06,On Time,
5907766010,11,4.11,Slightly Delayed,Traffic
9233577456,-1,4.29,On Time,
4084808075,-2,0.66,On Time,
7217049550,24,2.87,Significantly Delayed,Traffic
1831943568,5,1.86,On Time,Traffic
8707473624,-3,4.9,On Time,
7075868285,4,3.48,On Time,Traffic
5164162918,-1,3.51,On Time,
2175298644,-2,2.91,On Time,
5882568464,-2,2.42,On Time,
7847708619,1,2.54,On Time,Traffic
6366048116,-2,2.19,On Time,
4926287333,1,2.68,On Time,Traffic
5532838325,-3,3.85,On Time,
2567996236,-1,1,On Time,
2655613624,29,1.78,Significantly Delayed,Traffic
7706089549,0,3.96,On Time,
8257370396,16,1.33,Significantly Delayed,Traffic
8623808984,6,3.27,Slightly Delayed,Traffic
7579506101,-3,2.05,On Time,
8861024199,-4,0.54,On Time,
7666131311,5,4.09,On Time,Traffic
103589925,10,1.05,Slightly Delayed,Traffic
7346858138,-3,1.78,On Time,
4963962664,-4,4.59,On Time,
9069936094,23,3.6,Significantly Delayed,Traffic
4665363191,6,1.61,Slightly Delayed,Traffic
888510905,12,1.18,Slightly Delayed,Traffic
6876091286,-2,1.57,On Time,
2592923105,23,4.84,Significantly Delayed,Traffic
2468550508,3,3.31,On Time,Traffic
5302956276,0,3.16,On Time,
9409714182,12,0.86,Slightly Delayed,Traffic
1446221570,-1,1.43,On Time,
8250036360,1,4.62,On Time,Traffic
447464341,7,4.08,Slightly Delayed,Traffic
15642223,3,1.44,On Time,Traffic
3285378238,15,1.46,Slightly Delayed,Traffic
2356483296,8,3.25,Slightly Delayed,Traffic
3382911339,-1,4.92,On Time,
3690872026,5,3.81,On Time,Traffic
6755367585,-3,4.56,On Time,
6835850079,3,3.44,On Time,Traffic
9345418784,4,4.58,On Time,Traffic
7185243614,2,2.47,On Time,Traffic
2319044818,-4,1.98,On Time,
931834374,0,1.72,On Time,
8485398781,0,0.62,On Time,
9806464912,14,4.41,Slightly Delayed,Traffic
8214365128,-4,2.87,On Time,
137089318,-5,3.62,On Time,
7615602420,5,2.32,On Time,Traffic
3995348964,4,4.1,On Time,Traffic
3816542830,-4,1.05,On Time,
9665004924,-1,3.11,On Time,
1728547597,19,2.16,Significantly Delayed,Traffic
5311190131,1,2.18,On Time,Traffic
9581592141,0,1.44,On Time,
4848863693,-3,3.47,On Time,
6374883107,21,4.8,Significantly Delayed,Traffic
3270131216,14,4.44,Slightly Delayed,Traffic
2643382562,0,1.49,On Time,
5212524996,1,4.2,On Time,Traffic
9594095277,-2,1.97,On Time,
8375863419,15,1.19,Slightly Delayed,Traffic
7523880783,-5,3.8,On Time,
9670158103,2,1.07,On Time,Traffic
4344108631,10,3.98,Slightly Delayed,Traffic
2237858,3,3.86,On Time,Traffic
3217791988,-2,2.99,On Time,
3355718103,-3,1.81,On Time,
9590518103,1,3.73,On Time,Traffic
6610120274,1,0.9,On Time,Traffic
1180899898,3,2.5,On Time,Traffic
8758992688,25,1.35,Significantly Delayed,Traffic
6965716176,2,4.53,On Time,Traffic
5527742274,-5,2.61,On Time,
826610039,-1,3.04,On Time,
3303891913,5,2.77,On Time,Traffic
2489292878,-5,4.76,On Time,
8589851630,2,1.23,On Time,Traffic
4598897781,10,3.07,Slightly Delayed,Traffic
6932356214,14,1.35,Slightly Delayed,Traffic
3499004322,-1,2.4,On Time,
7517620171,-5,0.54,On Time,
172987148,25,2.52,Significantly Delayed,Traffic
8347207794,3,1.12,On Time,Traffic
9472355181,3,2.8,On Time,Traffic
1315064289,23,2.35,Significantly Delayed,Traffic
9371869941,0,4.35,On Time,
5184568404,-4,0.93,On Time,
5891002534,10,3.92,Slightly Delayed,Traffic
1479730711,21,4.51,Significantly Delayed,Traffic
7651037338,0,2.86,On Time,
8763754537,-3,0.83,On Time,
7683813608,3,3.63,On Time,Traffic
6722955128,-4,3.37,On Time,
8259274680,-2,3.76,On Time,
4620484274,13,4.36,Slightly Delayed,Traffic
8260569466,-4,4.84,On Time,
8498916204,0,4.77,On Time,
3209538967,4,3.13,On Time,Traffic
2570640420,4,2.92,On Time,Traffic
2066843639,-5,3.92,On Time,
7402125753,10,4.99,Slightly Delayed,Traffic
9171089443,0,2.95,On Time,
3272079644,3,2.67,On Time,Traffic
438111050,-2,1.32,On Time,
7416160835,-3,1.33,On Time,
4075074492,23,2.96,Significantly Delayed,Traffic
5536024334,-4,0.83,On Time,
2013140214,5,0.51,On Time,Traffic
1113582397,2,3.55,On Time,Traffic
1083928258,4,0.64,On Time,Traffic
4906957374,-3,0.79,On Time,
1876614122,-3,4.12,On Time,
6556180328,-1,4.26,On Time,
7960553477,-5,4.56,On Time,
6335972517,12,1.39,Slightly Delayed,Traffic
6254948159,0,4.42,On Time,
7527936057,2,2.96,On Time,Traffic
6257851675,22,4.45,Significantly Delayed,Traffic
6832610950,24,1.51,Significantly Delayed,Traffic
5085005195,4,4.3,On Time,Traffic
2177207547,-2,1.62,On Time,
3043364543,2,0.6,On Time,Traffic
2823404098,-2,4.66,On Time,
646676955,-4,3.76,On Time,
5756607486,-2,0.99,On Time,
9373691795,4,1.26,On Time,Traffic
2611601543,10,3.19,Slightly Delayed,Traffic
1491360686,11,2.67,Slightly Delayed,Traffic
1824533423,3,2.97,On Time,Traffic
2913841018,0,4.32,On Time,
3141803761,19,0.73,Significantly Delayed,Traffic
6184484468,1,4.75,On Time,Traffic
4599327740,0,0.55,On Time,
7479207574,29,3.74,Significantly Delayed,Traffic
2996133401,-2,1.35,On Time,
5972410040,3,2.11,On Time,Traffic
4007593324,4,3.37,On Time,Traffic
3428454405,-1,1.63,On Time,
1160646195,21,1.48,Significantly Delayed,Traffic
4376524554,5,1.55,On Time,Traffic
1519072771,2,1.52,On Time,Traffic
8203685394,1,4.11,On Time,Traffic
7906789850,6,1.17,Slightly Delayed,Traffic
8073770046,13,3.42,Slightly Delayed,Traffic
5190202949,12,1.62,Slightly Delayed,Traffic
8542325207,3,4.04,On Time,Traffic
7566730050,1,2.52,On Time,Traffic
176509722,-2,1.92,On Time,
1894603222,3,3.9,On Time,Traffic
2694800415,-5,3.85,On Time,
5879390688,6,2.02,Slightly Delayed,Traffic
1197715978,3,3.68,On Time,Traffic
7790696031,-5,4.31,On Time,
2189360099,-3,4.48,On Time,
3542041943,2,3.35,On Time,Traffic
9202469009,-3,3.89,On Time,
3985829990,14,1.63,Slightly Delayed,Traffic
4341872315,1,1.37,On Time,Traffic
4748123248,-1,2.43,On Time,
99905061,8,3.18,Slightly Delayed,Traffic
9118004489,-4,2.34,On Time,
1696936610,4,3.08,On Time,Traffic
155669553,-2,0.77,On Time,
2885541999,-3,0.83,On Time,
2846340681,3,2.36,On Time,Traffic
963715332,15,0.55,Slightly Delayed,Traffic
2807634451,5,4.64,On Time,Traffic
3046341241,-4,1.4,On Time,
485687952,12,1.05,Slightly Delayed,Traffic
7660904370,12,4.8,Slightly Delayed,Traffic
9753033954,-1,3.49,On Time,
9509887699,-1,1.44,On Time,
1054122071,2,2.96,On Time,Traffic
9135272808,-2,3.77,On Time,
597447215,-5,3.05,On Time,
5562099656,5,4.23,On Time,Traffic
4122736828,-3,2.49,On Time,
7238138072,-5,2.2,On Time,
6244736404,10,0.66,Slightly Delayed,Traffic
1297341963,-2,1.23,On Time,
3842442278,-4,3.4,On Time,
9576684860,8,3.99,Slightly Delayed,Traffic
1592757566,20,2.61,Significantly Delayed,Traffic
5060677329,15,3.19,Slightly Delayed,Traffic
2241930006,28,4.78,Significantly Delayed,Traffic
3246505078,20,4.47,Significantly Delayed,Traffic
5870152806,-5,0.51,On Time,
8919999754,0,4.16,On Time,
1080338783,-1,2.6,On Time,
4641905606,-3,3.24,On Time,
9456413999,2,2.21,On Time,Traffic
4764056827,11,1.87,Slightly Delayed,Traffic
5168057633,-3,3.82,On Time,
1442559656,21,1.3,Significantly Delayed,Traffic
6590257283,2,3.29,On Time,Traffic
3429671763,19,3.56,Significantly Delayed,Traffic
4750086089,8,1.14,Slightly Delayed,Traffic
3204128006,13,0.62,Slightly Delayed,Traffic
3171917027,0,0.87,On Time,
8814047085,-5,2.67,On Time,
1889723479,4,0.52,On Time,Traffic
942025494,14,3,Slightly Delayed,Traffic
4104444500,-2,4.02,On Time,
7562260313,2,4.56,On Time,Traffic
7140244766,-3,1.81,On Time,
7967974077,9,1.08,Slightly Delayed,Traffic
7456822422,8,1.45,Slightly Delayed,Traffic
4813468096,2,2.52,On Time,Traffic
8618576020,1,4.62,On Time,Traffic
3727646442,-1,1.11,On Time,
9208156337,0,1.92,On Time,
8328118787,5,1.32,On Time,Traffic
580528836,29,0.53,Significantly Delayed,Traffic
3350662630,-4,2.73,On Time,
6716381725,14,3.48,Slightly Delayed,Traffic
2249567137,1,1.4,On Time,Traffic
7484465509,-4,2.84,On Time,
2577208156,7,0.86,Slightly Delayed,Traffic
3321905621,5,4.53,On Time,Traffic
6686839282,9,3.16,Slightly Delayed,Traffic
5095558661,3,3.7,On Time,Traffic
112658009,-3,4.54,On Time,
1343610513,8,1.57,Slightly Delayed,Traffic
7190610535,-4,3.79,On Time,
5069426001,1,4.78,On Time,Traffic
5655369002,0,1.89,On Time,
5761530160,15,2.31,Slightly Delayed,Traffic
4772519706,-1,2.96,On Time,
8209051735,0,3.48,On Time,
4870391666,2,4.36,On Time,Traffic
7777975083,29,2.56,Significantly Delayed,Traffic
8713948756,19,3.45,Significantly Delayed,Traffic
6191050157,5,2.74,On Time,Traffic
4060449266,4,4.42,On Time,Traffic
5657605506,-1,3.88,On Time,
8851743592,-4,2.89,On Time,
4689717606,0,2.84,On Time,
2860246948,29,1.18,Significantly Delayed,Traffic
2875550803,-1,2.92,On Time,
5340575011,3,0.68,On Time,Traffic
7717156533,4,4.13,On Time,Traffic
8297255359,3,1.36,On Time,Traffic
7873234939,6,4.38,Slightly Delayed,Traffic
3668515922,14,1.86,Slightly Delayed,Traffic
8356690330,-4,0.86,On Time,
3508620293,0,1.6,On Time,
9998297778,1,4.71,On Time,Traffic
3898421710,6,4.58,Slightly Delayed,Traffic
3960980694,11,1.33,Slightly Delayed,Traffic
5008395294,19,2.33,Significantly Delayed,Traffic
3722869004,2,4.82,On Time,Traffic
8391555591,16,4.15,Significantly Delayed,Traffic
8063730776,-2,2.05,On Time,
9052752169,5,0.58,On Time,Traffic
7471416647,7,3.97,Slightly Delayed,Traffic
848332407,-2,2.38,On Time,
4062701987,-5,4.44,On Time,
8723912832,3,4.96,On Time,Traffic
9099298435,-1,3.41,On Time,
5645691241,9,4.73,Slightly Delayed,Traffic
8258019846,4,3.26,On Time,Traffic
2732162016,3,4.58,On Time,Traffic
1561902412,1,4.92,On Time,Traffic
8979476889,1,0.91,On Time,Traffic
8373953053,15,3.09,Slightly Delayed,Traffic
7021309133,8,1.59,Slightly Delayed,Traffic
3447085029,3,1.19,On Time,Traffic
9284767341,-1,1.41,On Time,
9770431940,-5,3.72,On Time,
9650124390,-4,0.56,On Time,
9826894858,4,4.28,On Time,Traffic
4466839873,3,2.21,On Time,Traffic
4331471900,10,3.97,Slightly Delayed,Traffic
5777824005,-5,2.8,On Time,
8795242622,-4,3.8,On Time,
8561878376,3,0.99,On Time,Traffic
2113243643,0,2.8,On Time,
8497820340,2,1.08,On Time,Traffic
3167184563,4,1.15,On Time,Traffic
9997121955,-3,2.37,On Time,
2954397481,2,2.94,On Time,Traffic
8125884987,3,2.74,On Time,Traffic
3765873352,4,2.25,On Time,Traffic
7733310993,12,4.55,Slightly Delayed,Traffic
738093341,30,4.73,Significantly Delayed,Traffic
1837574319,18,1.22,Significantly Delayed,Traffic
2468420564,28,2.91,Significantly Delayed,Traffic
5368005763,-5,4.25,On Time,
3823949592,-5,1.48,On Time,
6298008063,7,3.69,Slightly Delayed,Traffic
2499190829,2,1.74,On Time,Traffic
491116137,7,3.48,Slightly Delayed,Traffic
2206269404,-3,0.63,On Time,
1330806043,7,0.7,Slightly Delayed,Traffic
6770858376,20,1.3,Significantly Delayed,Traffic
4466716432,1,3.47,On Time,Traffic
8292554686,6,1.94,Slightly Delayed,Traffic
4204069161,-2,1.36,On Time,
2163079658,2,1.77,On Time,Traffic
6971561757,23,0.61,Significantly Delayed,Traffic
7965253060,9,3.58,Slightly Delayed,Traffic
8939040193,12,3.57,Slightly Delayed,Traffic
8322028211,1,3.61,On Time,Traffic
6865922682,-4,1.34,On Time,
5912729079,15,1.04,Slightly Delayed,Traffic
8764776130,3,4.54,On Time,Traffic
7769965629,5,1.18,On Time,Traffic
2166463032,2,4.57,On Time,Traffic
7035343259,-1,3.24,On Time,
8914775994,-2,2.16,On Time,
7565647347,-5,0.84,On Time,
6172215120,2,1.34,On Time,Traffic
4043585691,6,3.27,Slightly Delayed,Traffic
3735186180,2,4.49,On Time,Traffic
5281459433,12,4.07,Slightly Delayed,Traffic
424087401,-3,4.06,On Time,
884327245,6,3.13,Slightly Delayed,Traffic
6318008970,3,3.66,On Time,Traffic
3792751421,-5,1.97,On Time,
5471255539,-5,4.24,On Time,
9917290378,20,1.27,Significantly Delayed,Traffic
208989475,-2,0.99,On Time,
7672827556,-1,4.5,On Time,
3792912325,-3,4.69,On Time,
2478533601,7,2.11,Slightly Delayed,Traffic
2255745327,-4,0.6,On Time,
8612261848,-4,1.18,On Time,
6949810049,-1,4.59,On Time,
2399456941,7,1.88,Slightly Delayed,Traffic
6292969164,13,4.22,Slightly Delayed,Traffic
2929485756,27,2.46,Significantly Delayed,Traffic
8757869416,0,0.84,On Time,
2653966619,-4,3.9,On Time,
336103625,1,4.58,On Time,Traffic
3727289407,-3,2.24,On Time,
701250513,1,4.12,On Time,Traffic
101816977,4,1.45,On Time,Traffic
7838223552,-1,4.95,On Time,
4123140013,-4,2.59,On Time,
9821008306,-4,0.74,On Time,
5414882934,-1,2.98,On Time,
9257313140,17,1.34,Significantly Delayed,Traffic
3857021231,2,3.89,On Time,Traffic
1606381345,-5,1.32,On Time,
239830094,-2,4.5,On Time,
580582858,-1,4.39,On Time,
4191340899,0,2.05,On Time,
1013630716,18,2.58,Significantly Delayed,Traffic
8220017366,18,2.59,Significantly Delayed,Traffic
4353485612,9,1.22,Slightly Delayed,Traffic
8682172393,5,0.99,On Time,Traffic
4085089017,7,0.95,Slightly Delayed,Traffic
1287686307,22,3.84,Significantly Delayed,Traffic
4425450216,-4,2.32,On Time,
7799346570,-5,4.86,On Time,
5917975686,1,2.29,On Time,Traffic
9588500388,14,2.55,Slightly Delayed,Traffic
3963207709,24,3.13,Significantly Delayed,Traffic
2217466286,23,2.22,Significantly Delayed,Traffic
7130088913,3,3.43,On Time,Traffic
9064682961,-1,3.91,On Time,
6060156146,15,3.34,Slightly Delayed,Traffic
3106610673,8,4.04,Slightly Delayed,Traffic
442408751,1,3.45,On Time,Traffic
353571238,4,1.94,On Time,Traffic
4670530333,-3,2.26,On Time,
4961370923,5,1.03,On Time,Traffic
8946821991,0,2.84,On Time,
5720622852,-2,4.29,On Time,
7305353953,28,1.58,Significantly Delayed,Traffic
1402723627,14,4.23,Slightly Delayed,Traffic
9820620357,5,1.35,On Time,Traffic
1930286155,6,2.1,Slightly Delayed,Traffic
6759029950,4,2.4,On Time,Traffic
9032188284,11,2.56,Slightly Delayed,Traffic
9490161602,-5,0.81,On Time,
8565257085,-4,1.9,On Time,
4884845960,-4,3.47,On Time,
6181604084,-3,0.69,On Time,
2718508408,15,4.85,Slightly Delayed,Traffic
8354866000,8,5,Slightly Delayed,Traffic
8025728977,-3,2.84,On Time,
6531356394,0,0.83,On Time,
5489184758,-1,3.02,On Time,
1377599881,-3,0.53,On Time,
227162938,-2,2.54,On Time,
3449083612,13,3.64,Slightly Delayed,Traffic
5662514948,-5,3.27,On Time,
2034571482,15,2.48,Slightly Delayed,Traffic
348782569,11,2.5,Slightly Delayed,Traffic
8697396531,-2,1.71,On Time,
3538455450,-1,2.89,On Time,
7513290139,-1,3.71,On Time,
8320461939,-4,4.38,On Time,
8217899522,0,4.1,On Time,
4217056877,8,3.74,Slightly Delayed,Traffic
3684167813,-2,0.85,On Time,
5351904164,5,1.17,On Time,Traffic
2731829604,-3,0.89,On Time,
7162485958,0,2.87,On Time,
4830502113,-1,2.76,On Time,
9797013595,9,3.93,Slightly Delayed,Traffic
9487843345,4,2.95,On Time,Traffic
2148242015,29,4.21,Significantly Delayed,Traffic
7465258008,14,2.88,Slightly Delayed,Traffic
8875274470,25,1.03,Significantly Delayed,Traffic
7049717910,-2,0.83,On Time,
4829897426,-3,3.29,On Time,
3532186218,1,4.85,On Time,Traffic
6897674900,-3,2.32,On Time,
163895717,-3,2.3,On Time,
9857592403,4,4.17,On Time,Traffic
2521197661,17,0.86,Significantly Delayed,Traffic
488314125,13,3.13,Slightly Delayed,Traffic
5073549838,4,1.01,On Time,Traffic
6399568661,-1,3.42,On Time,
3672658084,0,3.4,On Time,
8273236145,2,3.75,On Time,Traffic
3411233779,-4,1.67,On Time,
8024667539,12,1.85,Slightly Delayed,Traffic
6112199794,6,4.43,Slightly Delayed,Traffic
9484473160,9,2.47,Slightly Delayed,Traffic
9729709418,-5,4.73,On Time,
7900224799,13,1.48,Slightly Delayed,Traffic
1821414490,-1,0.92,On Time,
5813507399,-5,2.37,On Time,
3928003125,15,1.46,Slightly Delayed,Traffic
5271866987,-2,2.84,On Time,
9794537731,3,3.02,On Time,Traffic
4852718488,-1,3.31,On Time,
8300546273,2,1.58,On Time,Traffic
976104194,30,0.78,Significantly Delayed,Traffic
5373961125,5,2.88,On Time,Traffic
6056126973,0,3.31,On Time,
6352881332,4,3.03,On Time,Traffic
1643234106,15,4.22,Slightly Delayed,Traffic
8697966993,22,2.95,Significantly Delayed,Traffic
2276061263,0,1.18,On Time,
4045613782,5,2.23,On Time,Traffic
2959828441,4,1.62,On Time,Traffic
3514589876,0,4.1,On Time,
9444081952,3,1.4,On Time,Traffic
8183959589,4,1.58,On Time,Traffic
1712832927,14,0.78,Slightly Delayed,Traffic
8162867215,5,2.71,On Time,Traffic
4160230443,5,2.46,On Time,Traffic
9787535949,10,1.96,Slightly Delayed,Traffic
3423995261,4,3.39,On Time,Traffic
1523343168,4,4.56,On Time,Traffic
1948066291,3,3.15,On Time,Traffic
2021361582,16,0.61,Significantly Delayed,Traffic
7491420331,8,3.25,Slightly Delayed,Traffic
994840771,14,3.72,Slightly Delayed,Traffic
6277344634,22,2.48,Significantly Delayed,Traffic
4092653338,-5,4.63,On Time,
7213712604,-4,2.8,On Time,
7326709115,7,3.53,Slightly Delayed,Traffic
9419789569,0,2.48,On Time,
5388191488,12,0.6,Slightly Delayed,Traffic
9065873433,10,2.06,Slightly Delayed,Traffic
4627342297,5,2.44,On Time,Traffic
4286971111,-5,1.8,On Time,
645282074,-1,0.88,On Time,
7260939789,5,1.1,On Time,Traffic
1716322448,3,4.92,On Time,Traffic
4293959647,-1,2.09,On Time,
3331935300,2,1.12,On Time,Traffic
1775389576,-1,0.67,On Time,
8194774262,10,3.25,Slightly Delayed,Traffic
3615279775,-1,2.4,On Time,
11467999,14,0.68,Slightly Delayed,Traffic
3971267196,4,2.74,On Time,Traffic
1584863963,17,3.64,Significantly Delayed,Traffic
1557893814,4,1.85,On Time,Traffic
8172695964,2,2.43,On Time,Traffic
7462800868,28,1.77,Significantly Delayed,Traffic
5438961669,17,2.1,Significantly Delayed,Traffic
4904849001,5,4.42,On Time,Traffic
4816980820,18,2.31,Significantly Delayed,Traffic
9004078716,0,4.57,On Time,
8350353728,5,1.62,On Time,Traffic
1204084245,16,4.5,Significantly Delayed,Traffic
4142209897,0,3.27,On Time,
125551624,0,1.09,On Time,
9970545044,5,1.76,On Time,Traffic
7976032064,2,4.57,On Time,Traffic
8691567542,5,1.06,On Time,Traffic
3592747590,29,3.76,Significantly Delayed,Traffic
7495753437,0,1.06,On Time,
3965847120,2,4.21,On Time,Traffic
9365984533,-3,4.34,On Time,
2948242102,-2,4.57,On Time,
6161193691,-5,2.46,On Time,
5964122835,-3,4.54,On Time,
8879377902,-5,3.82,On Time,
8158068874,14,4.01,Slightly Delayed,Traffic
7039570964,12,0.52,Slightly Delayed,Traffic
5482913265,11,0.61,Slightly Delayed,Traffic
1018255782,20,2.48,Significantly Delayed,Traffic
8441505853,2,3.69,On Time,Traffic
3850018395,15,1.25,Slightly Delayed,Traffic
4884197611,25,4.29,Significantly Delayed,Traffic
